annee,mois,regroupement2,valeur_tot_mg_fr,valeur_moy,indice_isee,indice_mg,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t,regroupement1,date_arrondie,besoin_marche_t,type_max,cyclone,nom,name,value
2013,12,TOTAL FRUITS (HORS VANILLE),66090210,251.27255514747816,102.707473352807,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-12-01,460,NA,NA,NA,"Volume écoulé par
le marché de gros",263022
2013,12,TOTAL FRUITS (HORS VANILLE),66090210,251.27255514747816,102.707473352807,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-12-01,460,NA,NA,NA,"Besoin estimé
du marché",460000
2013,5,TOTAL FRUITS (HORS VANILLE),50685576,267.39079060906744,91.2645620998428,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-05-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",374722
2013,5,TOTAL FRUITS (HORS VANILLE),50685576,267.39079060906744,91.2645620998428,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-05-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",189556.1768771
2013,5,TOTAL FRUITS (HORS VANILLE),50685576,267.39079060906744,91.2645620998428,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-05-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2013,8,TOTAL FRUITS (HORS VANILLE),41528446.6563,251.8970449237538,105.64541633414736,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-08-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",306386
2013,8,TOTAL FRUITS (HORS VANILLE),41528446.6563,251.8970449237538,105.64541633414736,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-08-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",164862.77823890376
2013,8,TOTAL FRUITS (HORS VANILLE),41528446.6563,251.8970449237538,105.64541633414736,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-08-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2013,10,TOTAL FRUITS (HORS VANILLE),49170119,270.8873591714183,90.92556867891888,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-10-01,340,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",381737
2013,10,TOTAL FRUITS (HORS VANILLE),49170119,270.8873591714183,90.92556867891888,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-10-01,340,NA,NA,NA,"Volume écoulé par
le marché de gros",181515
2013,10,TOTAL FRUITS (HORS VANILLE),49170119,270.8873591714183,90.92556867891888,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-10-01,340,NA,NA,NA,"Besoin estimé
du marché",340000
2013,2,TOTAL FRUITS (HORS VANILLE),41748290.1035,222.01567954536029,91.98021487734876,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-02-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",304722
2013,2,TOTAL FRUITS (HORS VANILLE),41748290.1035,222.01567954536029,91.98021487734876,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-02-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",188042.079681
2013,2,TOTAL FRUITS (HORS VANILLE),41748290.1035,222.01567954536029,91.98021487734876,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-02-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2013,3,TOTAL FRUITS (HORS VANILLE),39441793.8516,247.1801033891831,88.60534704237317,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-03-01,460,"Cyclone tropical
intense","Sandra
(Cyclone
tropical
intense)",Sandra,"Volume déclaré
commercialisé par
les producteurs",341853
2013,3,TOTAL FRUITS (HORS VANILLE),39441793.8516,247.1801033891831,88.60534704237317,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-03-01,460,"Cyclone tropical
intense","Sandra
(Cyclone
tropical
intense)",Sandra,"Volume écoulé par
le marché de gros",159567.02546361188
2013,3,TOTAL FRUITS (HORS VANILLE),39441793.8516,247.1801033891831,88.60534704237317,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-03-01,460,"Cyclone tropical
intense","Sandra
(Cyclone
tropical
intense)",Sandra,"Besoin estimé
du marché",460000
2014,11,TOTAL FRUITS (HORS VANILLE),46979072,319.28795612252526,100.02565873394244,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-11-01,460,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",449033.5
2014,11,TOTAL FRUITS (HORS VANILLE),46979072,319.28795612252526,100.02565873394244,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-11-01,460,NA,NA,NA,"Volume écoulé par
le marché de gros",147137
2014,11,TOTAL FRUITS (HORS VANILLE),46979072,319.28795612252526,100.02565873394244,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-11-01,460,NA,NA,NA,"Besoin estimé
du marché",460000
2014,5,TOTAL FRUITS (HORS VANILLE),45868522,263.2611804949722,94.0819740870769,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-05-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",375894
2014,5,TOTAL FRUITS (HORS VANILLE),45868522,263.2611804949722,94.0819740870769,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-05-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",174232
2014,5,TOTAL FRUITS (HORS VANILLE),45868522,263.2611804949722,94.0819740870769,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-05-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2014,1,TOTAL FRUITS (HORS VANILLE),52791967,255.8928140374688,91.60355552076668,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-01-01,415,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",426167
2014,1,TOTAL FRUITS (HORS VANILLE),52791967,255.8928140374688,91.60355552076668,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-01-01,415,NA,NA,NA,"Volume écoulé par
le marché de gros",206305
2014,1,TOTAL FRUITS (HORS VANILLE),52791967,255.8928140374688,91.60355552076668,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-01-01,415,NA,NA,NA,"Besoin estimé
du marché",415000
2014,4,TOTAL FRUITS (HORS VANILLE),38525409,247.95752746651564,90.04418578451678,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-04-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",284930
2014,4,TOTAL FRUITS (HORS VANILLE),38525409,247.95752746651564,90.04418578451678,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-04-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",155371
2014,4,TOTAL FRUITS (HORS VANILLE),38525409,247.95752746651564,90.04418578451678,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-04-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2015,12,TOTAL FRUITS (HORS VANILLE),64036703,296.2029261027235,104.19151121774046,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-12-01,445,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",718188
2015,12,TOTAL FRUITS (HORS VANILLE),64036703,296.2029261027235,104.19151121774046,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-12-01,445,NA,NA,NA,"Volume écoulé par
le marché de gros",216192
2015,12,TOTAL FRUITS (HORS VANILLE),64036703,296.2029261027235,104.19151121774046,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-12-01,445,NA,NA,NA,"Besoin estimé
du marché",445000
2015,7,TOTAL FRUITS (HORS VANILLE),40041542,262.91747046888645,109.25381297020388,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-07-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",327978
2015,7,TOTAL FRUITS (HORS VANILLE),40041542,262.91747046888645,109.25381297020388,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-07-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",152297
2015,7,TOTAL FRUITS (HORS VANILLE),40041542,262.91747046888645,109.25381297020388,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-07-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2015,9,TOTAL FRUITS (HORS VANILLE),42487548,276.3453703462809,113.45733138966013,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-09-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",300883
2015,9,TOTAL FRUITS (HORS VANILLE),42487548,276.3453703462809,113.45733138966013,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-09-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",153748
2015,9,TOTAL FRUITS (HORS VANILLE),42487548,276.3453703462809,113.45733138966013,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-09-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2015,4,TOTAL FRUITS (HORS VANILLE),42257132,250.4393476044852,97.12538168826026,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-04-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",260967
2015,4,TOTAL FRUITS (HORS VANILLE),42257132,250.4393476044852,97.12538168826026,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-04-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",168732
2015,4,TOTAL FRUITS (HORS VANILLE),42257132,250.4393476044852,97.12538168826026,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-04-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2015,1,TOTAL FRUITS (HORS VANILLE),52121512,243.0099914678553,94.95582379434737,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-01-01,420,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",421740
2015,1,TOTAL FRUITS (HORS VANILLE),52121512,243.0099914678553,94.95582379434737,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-01-01,420,NA,NA,NA,"Volume écoulé par
le marché de gros",214483
2015,1,TOTAL FRUITS (HORS VANILLE),52121512,243.0099914678553,94.95582379434737,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-01-01,420,NA,NA,NA,"Besoin estimé
du marché",420000
2016,3,TOTAL FRUITS (HORS VANILLE),43541273,257.50810529490735,94.33056926242108,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-03-01,390,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,"Volume déclaré
commercialisé par
les producteurs",322778
2016,3,TOTAL FRUITS (HORS VANILLE),43541273,257.50810529490735,94.33056926242108,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-03-01,390,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,"Volume écoulé par
le marché de gros",169087
2016,3,TOTAL FRUITS (HORS VANILLE),43541273,257.50810529490735,94.33056926242108,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-03-01,390,"Cyclone tropical
très intense","Winston
(Cyclone
tropical
très
intense)",Winston,"Besoin estimé
du marché",390000
2016,10,TOTAL FRUITS (HORS VANILLE),36549708,307.4581962869184,108.01837028061458,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-10-01,340,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",302466
2016,10,TOTAL FRUITS (HORS VANILLE),36549708,307.4581962869184,108.01837028061458,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-10-01,340,NA,NA,NA,"Volume écoulé par
le marché de gros",118877
2016,10,TOTAL FRUITS (HORS VANILLE),36549708,307.4581962869184,108.01837028061458,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-10-01,340,NA,NA,NA,"Besoin estimé
du marché",340000
2016,1,TOTAL FRUITS (HORS VANILLE),76785113,264.13504114150476,96.4699944078074,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-01-01,455,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,"Volume déclaré
commercialisé par
les producteurs",418072
2016,1,TOTAL FRUITS (HORS VANILLE),76785113,264.13504114150476,96.4699944078074,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-01-01,455,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,"Volume écoulé par
le marché de gros",290704
2016,1,TOTAL FRUITS (HORS VANILLE),76785113,264.13504114150476,96.4699944078074,NA,NA,NA,NA,0,Total fruits (hors vanille),2016-01-01,455,"Cyclone tropical
intense","Ula
(Cyclone
tropical
intense)",Ula,"Besoin estimé
du marché",455000
2017,1,TOTAL FRUITS (HORS VANILLE),55817044,255.48013310203729,98.1046960153737,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-01-01,460,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",255646
2017,1,TOTAL FRUITS (HORS VANILLE),55817044,255.48013310203729,98.1046960153737,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-01-01,460,NA,NA,NA,"Volume écoulé par
le marché de gros",218479
2017,1,TOTAL FRUITS (HORS VANILLE),55817044,255.48013310203729,98.1046960153737,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-01-01,460,NA,NA,NA,"Besoin estimé
du marché",460000
2017,4,TOTAL FRUITS (HORS VANILLE),38189258,281.0203318738732,96.22893241959488,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-04-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",255950
2017,4,TOTAL FRUITS (HORS VANILLE),38189258,281.0203318738732,96.22893241959488,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-04-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",135895
2017,4,TOTAL FRUITS (HORS VANILLE),38189258,281.0203318738732,96.22893241959488,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-04-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2017,5,TOTAL FRUITS (HORS VANILLE),48095458,278.1804815695257,100.2893202835499,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-05-01,390,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,"Volume déclaré
commercialisé par
les producteurs",195637
2017,5,TOTAL FRUITS (HORS VANILLE),48095458,278.1804815695257,100.2893202835499,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-05-01,390,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,"Volume écoulé par
le marché de gros",172893
2017,5,TOTAL FRUITS (HORS VANILLE),48095458,278.1804815695257,100.2893202835499,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-05-01,390,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,"Besoin estimé
du marché",390000
2017,9,TOTAL FRUITS (HORS VANILLE),41735207,292.4517686464669,106.93359133365811,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-09-01,340,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",256838
2017,9,TOTAL FRUITS (HORS VANILLE),41735207,292.4517686464669,106.93359133365811,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-09-01,340,NA,NA,NA,"Volume écoulé par
le marché de gros",142708
2017,9,TOTAL FRUITS (HORS VANILLE),41735207,292.4517686464669,106.93359133365811,NA,NA,NA,NA,0,Total fruits (hors vanille),2017-09-01,340,NA,NA,NA,"Besoin estimé
du marché",340000
2018,3,TOTAL FRUITS (HORS VANILLE),35312504,312.1900555377758,108.1087685261943,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-03-01,390,"Cyclone tropical
intense","Hola
(Cyclone
tropical
intense)",Hola,"Volume déclaré
commercialisé par
les producteurs",210222
2018,3,TOTAL FRUITS (HORS VANILLE),35312504,312.1900555377758,108.1087685261943,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-03-01,390,"Cyclone tropical
intense","Hola
(Cyclone
tropical
intense)",Hola,"Volume écoulé par
le marché de gros",113112.2
2018,3,TOTAL FRUITS (HORS VANILLE),35312504,312.1900555377758,108.1087685261943,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-03-01,390,"Cyclone tropical
intense","Hola
(Cyclone
tropical
intense)",Hola,"Besoin estimé
du marché",390000
2018,11,TOTAL FRUITS (HORS VANILLE),26318057,261.1514234398722,112.46295068828336,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-11-01,420,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",552945
2018,11,TOTAL FRUITS (HORS VANILLE),26318057,261.1514234398722,112.46295068828336,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-11-01,420,NA,NA,NA,"Volume écoulé par
le marché de gros",100777
2018,11,TOTAL FRUITS (HORS VANILLE),26318057,261.1514234398722,112.46295068828336,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-11-01,420,NA,NA,NA,"Besoin estimé
du marché",420000
2018,12,TOTAL FRUITS (HORS VANILLE),27042033,293.7850554607972,96.64325771183518,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-12-01,410,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",749924
2018,12,TOTAL FRUITS (HORS VANILLE),27042033,293.7850554607972,96.64325771183518,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-12-01,410,NA,NA,NA,"Volume écoulé par
le marché de gros",92047
2018,12,TOTAL FRUITS (HORS VANILLE),27042033,293.7850554607972,96.64325771183518,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-12-01,410,NA,NA,NA,"Besoin estimé
du marché",410000
2018,2,TOTAL FRUITS (HORS VANILLE),28274930,264.24254488396195,108.17656721037908,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-02-01,390,"Cyclone tropical
très intense","Gita
(Cyclone
tropical
très
intense)",Gita,"Volume déclaré
commercialisé par
les producteurs",204916
2018,2,TOTAL FRUITS (HORS VANILLE),28274930,264.24254488396195,108.17656721037908,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-02-01,390,"Cyclone tropical
très intense","Gita
(Cyclone
tropical
très
intense)",Gita,"Volume écoulé par
le marché de gros",107003.7
2018,2,TOTAL FRUITS (HORS VANILLE),28274930,264.24254488396195,108.17656721037908,NA,NA,NA,NA,0,Total fruits (hors vanille),2018-02-01,390,"Cyclone tropical
très intense","Gita
(Cyclone
tropical
très
intense)",Gita,"Besoin estimé
du marché",390000
2019,6,TOTAL FRUITS (HORS VANILLE),29195118,334.37079676018396,120.5385272934036,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-06-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",365188
2019,6,TOTAL FRUITS (HORS VANILLE),29195118,334.37079676018396,120.5385272934036,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-06-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",87313.6
2019,6,TOTAL FRUITS (HORS VANILLE),29195118,334.37079676018396,120.5385272934036,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-06-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2019,9,TOTAL FRUITS (HORS VANILLE),16216037,327.08526465687993,108.1087685261943,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-09-01,310,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",278066
2019,9,TOTAL FRUITS (HORS VANILLE),16216037,327.08526465687993,108.1087685261943,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-09-01,310,NA,NA,NA,"Volume écoulé par
le marché de gros",49577.4
2019,9,TOTAL FRUITS (HORS VANILLE),16216037,327.08526465687993,108.1087685261943,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-09-01,310,NA,NA,NA,"Besoin estimé
du marché",310000
2019,3,TOTAL FRUITS (HORS VANILLE),21491648,299.1515826396815,100.43998402618276,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-03-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",238860
2019,3,TOTAL FRUITS (HORS VANILLE),21491648,299.1515826396815,100.43998402618276,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-03-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",71842
2019,3,TOTAL FRUITS (HORS VANILLE),21491648,299.1515826396815,100.43998402618276,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-03-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2019,1,TOTAL FRUITS (HORS VANILLE),35597263,239.55734340089907,102.0144201366959,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-01-01,420,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",376099
2019,1,TOTAL FRUITS (HORS VANILLE),35597263,239.55734340089907,102.0144201366959,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-01-01,420,NA,NA,NA,"Volume écoulé par
le marché de gros",148596
2019,1,TOTAL FRUITS (HORS VANILLE),35597263,239.55734340089907,102.0144201366959,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-01-01,420,NA,NA,NA,"Besoin estimé
du marché",420000
2019,8,TOTAL FRUITS (HORS VANILLE),16289464,326.49319933777224,126.1206189579503,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-08-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",317328
2019,8,TOTAL FRUITS (HORS VANILLE),16289464,326.49319933777224,126.1206189579503,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-08-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",49892.2
2019,8,TOTAL FRUITS (HORS VANILLE),16289464,326.49319933777224,126.1206189579503,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-08-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2019,7,TOTAL FRUITS (HORS VANILLE),24449736,316.08408315234254,136.97594161464642,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-07-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",417860.5
2019,7,TOTAL FRUITS (HORS VANILLE),24449736,316.08408315234254,136.97594161464642,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-07-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",77352
2019,7,TOTAL FRUITS (HORS VANILLE),24449736,316.08408315234254,136.97594161464642,NA,NA,NA,NA,0,Total fruits (hors vanille),2019-07-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2020,11,TOTAL FRUITS (HORS VANILLE),43209592,296.9258980444005,95.5401078485771,97.56977509480238,NA,NA,NA,0,Total fruits (hors vanille),2020-11-01,420,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",640450
2020,11,TOTAL FRUITS (HORS VANILLE),43209592,296.9258980444005,95.5401078485771,97.56977509480238,NA,NA,NA,0,Total fruits (hors vanille),2020-11-01,420,NA,NA,NA,"Volume écoulé par
le marché de gros",145523.15
2020,11,TOTAL FRUITS (HORS VANILLE),43209592,296.9258980444005,95.5401078485771,97.56977509480238,NA,NA,NA,0,Total fruits (hors vanille),2020-11-01,420,NA,NA,NA,"Besoin estimé
du marché",420000
2020,4,TOTAL FRUITS (HORS VANILLE),36444063.9,312.59838503126065,89.09032559601133,100.23158019652864,NA,NA,NA,0,Total fruits (hors vanille),2020-04-01,390,"Cyclone tropical
très intense","Harold
(Cyclone
tropical
très
intense)",Harold,"Volume déclaré
commercialisé par
les producteurs",399656
